place_id;place_name;address;location;latitude;longitude;category_place;subcategory_place;operating_hours;price;price_min;price_max;total_reviews;avg_rating;website_link;description;activity;facility;category_age
T023;Candi Merak;Dusun I, Candi, Kec. Karangnongko, Kabupaten Klaten, Jawa Tengah 57483;#UNKNOWN!;-766.971;1.105.533;sejarah, budaya, religi;Cagar Budaya Hindu-Buddha & Arkeologi;"{""Senin"": ""07:30-17:00"", ""Selasa"": ""07:30-17:00"", ""Rabu"": ""07:30-17:00"", ""Kamis"": ""07:30-17:00"", ""Jumat"": ""07:30-14:00"", ""Sabtu"": ""07:30-17:00"", ""Minggu"": ""07:30-13:30""}";0;0;0;506;4,4;;"Candi Merak adalah kompleks candi Hindu peninggalan Kerajaan Mataram Kuno, diperkirakan dibangun antara abad ke-8 hingga ke-9 Masehi. Terletak di Desa Karangnongko, Klaten, kompleks ini terdiri dari satu candi induk dan tiga candi perwara. Nama ""Merak"" berasal dari keberadaan burung merak di sekitar lokasi saat candi ditemukan pada 1925. Candi ini menampilkan relief dan arca dewa-dewi Hindu seperti Ganesha, Agastya, dan Durga, serta hiasan kalamakara pada tangga masuk. Pemugaran dilakukan antara 2007 hingga 2011, mengembalikan keindahan arsitektur candi.";Menjelajahi kompleks candi, mempelajari arsitektur dan ikonografi Hindu, fotografi, meditasi.;Area parkir, papan informasi, jalur pejalan kaki, toilet.;Semua Umur
T024;Museum Astana Oentara;Jl. Nayu, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135;#UNKNOWN!;-754.731;1.108.238;sejarah, budaya;Museum & Situs Cagar Budaya;"{""Selasa"": ""09:00-15:00"", ""Rabu"": ""09:00-15:00"", ""Kamis"": ""09:00-15:00"", ""Sabtu"": ""09:00-15:00"", ""Minggu"": ""09:00-15:00""}";"{
  ""TiketWithoutZiarah"": {
  ""Anggota"": 0,
  ""Dewasa"": 20000,
  ""Anak-anak"": 5000,
  ""Pelajar"": 5000,
  ""Balita"": 0
  },
  ""TiketWithZiarah"": {
  ""Anggota"": 0,
  ""Dewasa"": 25000,
  ""Anak-anak"": 7500,
  ""Pelajar"": 7500,
  ""Balita"": 0
  }
 }";0;25000;40;4,9;https://www.astanaoetara.com/;Astana Oetara adalah rumah peristirahatan terakhir KGPAA Mangkunegara VI yang menyimpan memori penting sejarah Indonesia dari masa kolonial hingga reformasi. Situs ini telah ditetapkan sebagai Cagar Budaya oleh Pemerintah Kota Surakarta pada 21 Mei 2021. Kini, Astana Oetara menjadi pusat kegiatan masyarakat dan museum hidup yang terbuka bagi publik untuk mengenal nilai-nilai kepemimpinan beliau.;Mengamati benda-benda pusaka, belajar sejarah Mangkunegaran, wisata budaya, fotografi bangunan bersejarah.;Parkir, Kedai, Area Piknik, Gift Shop, Toilet, Masjid, Taman, Family Friendly, Edukasi, International, Commercial Photograph & Filming.;Semua Umur
T025;Taman Sriwedari;Jl. Slamet Riyadi No.275, Sriwedari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57141;#UNKNOWN!;-756.857;110.813;budaya, seni;Alam dan Lingkungan;"{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}";0;0;0;6640;4,3;-;Taman Sriwedari di Solo adalah destinasi legendaris yang menawarkan pengalaman budaya dan rekreasi bagi pengunjung. Didirikan oleh Raja Pakubuwono X pada tahun 1887, taman ini awalnya digunakan sebagai tempat peristirahatan keluarga keraton dan kebun binatang. Kini, taman ini berfungsi sebagai Taman Hiburan Rakyat (THR) yang menghadirkan atraksi-atraksi baru, cocok untuk bersantai bersama keluarga.;Berjalan santai di taman, menonton pertunjukan wayang orang, menikmati suasana budaya Jawa, fotografi, menghadiri event kebudayaan, memberi makan rusa, memancing di danau;Gedung pertunjukan, taman terbuka, panggung budaya, area duduk, toilet, area parkir, mushola.;Semua Umur
T026;Taman Hutan Raya Mangkunagoro;Tambak, Dusun Sukuh, Berjo, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793;#UNKNOWN!;-762.323;1.111.366;lingkungan;Flora dan Fauna;"{""Senin"": ""08:00-18:00"", ""Selasa"": ""08:00-18:00"", ""Rabu"": ""08:00-18:00"", ""Kamis"": ""08:00-18:00"", ""Jumat"": ""08:00-18:00"", ""Sabtu"": ""08:00-18:00"", ""Minggu"": ""08:00-18:00""}";"{
  ""Dewasa"": 3000,
  ""Anak-anak"": 2500
 }";2500;3000;741;4,5;http://www.tahuramangkunagoro.com/;Taman Hutan Raya Mangkunagoro I adalah kawasan konservasi alam sekaligus destinasi wisata alam dan edukasi yang terletak di lereng Gunung Lawu, Karanganyar. Tahura ini menawarkan keindahan hutan pegunungan dengan udara sejuk serta berbagai jalur trekking dan wisata alam. Sebagai lokasi edukasi lingkungan, Tahura Mangkunagoro juga menyediakan informasi tentang keanekaragaman flora dan fauna di kawasan tersebut. Tempat ini sangat cocok untuk pecinta alam, pelajar, maupun keluarga yang ingin menikmati ketenangan dan keasrian hutan tropis.;Trekking, edukasi lingkungan, pengamatan flora dan fauna, piknik alam, fotografi, hiking ringan.;Jalur trekking, papan informasi edukasi, gazebo, tempat duduk, area parkir, toilet, mushola, taman kecil, pos penjagaan.;Semua Umur
T027;Semar Edupark;Jl. Raya Solo - Tawangmangu, Gedangan, Salam, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791;#UNKNOWN!;-762.179;111.083;sains, teknologi, kreativitas;Rekreasi Alam;"{""Senin"": ""10:00–21:00"", ""Selasa"": ""10:00–21:00"", ""Rabu"": ""10:00–21:00"", ""Kamis"": ""10:00–21:00"", ""Jumat"": ""10:00–21:00"", ""Sabtu"": ""08:00–21:00"", ""Minggu"": ""08:00–21:00""}";"{
  ""entry_ticket"": ""0"",
  ""animal_feeding"": ""10000"",
  ""fishing_package"": ""30000"",
  ""mini_golf"": ""30000"",
  ""picnic_package_starting_from"": ""150000"",
  ""outbound_starting_from"": ""90000""
 }";0;150000;964;4,3;-;Semar Edupark adalah destinasi wisata alam dan edukasi yang berlokasi di Karanganyar, Jawa Tengah, dengan konsep perpaduan antara keindahan alam dan fasilitas modern. Tempat ini menawarkan berbagai aktivitas menarik, mulai dari taman bermain, spot foto, restoran, hingga ruang pertemuan dan area outdoor untuk acara keluarga maupun bisnis. Dengan suasana sejuk, area yang luas, dan beragam pilihan kegiatan, Semar Edupark cocok untuk semua usia dan menjadi tempat rekreasi yang lengkap dalam satu lokasi.;Bermain di taman dan wahana anak, belajar tertib lalu lintas, edukasi pertanian dan lingkungan, kegiatan keluarga, foto-foto di spot tematik.;taman outdoor, playground, mini zoo, Rabbit Island, kolam pemancingan, mini golf, area outbond, restoran Botany, area makan outdoor, ruang pertemuan, paviliun, pendopo, camping ground, spot foto, Botany Shop and Souvenir, Luwes Mart, serta area parkir yang luas.;Semua Umur
T028;Ronce Stable;Jl. Tentara Pelajar, Empat, Tepisari, Kec. Polokarto, Kabupaten Sukoharjo, Jawa Tengah 57555;#UNKNOWN!;-767.137;1.109.161;lingkungan;Berkuda;"{""Senin"": ""07:00–16:30"", ""Selasa"": ""07:00–16:30"", ""Rabu"": ""07:00–16:30"", ""Kamis"": ""07:00–16:30"", ""Jumat"": ""07:00–16:30"", ""Sabtu"": ""07:00–16:30"", ""Minggu"": ""07:00–16:30""}";"{
  ""village_tour_10_minutes"": ""25000"",
  ""rubber_forest_tour_40_50_minutes"": ""150000"",
  ""private_horseback_riding_member"": ""130000"",
  ""private_horseback_riding_non_member"": ""150000""
 }";25000;150000;92;4,7;-;Ronce Stable adalah destinasi wisata unik di Tepisari, Sukoharjo, yang menawarkan pengalaman menunggang kuda pacuan bagi pecinta adrenalin. Selain berlatih berkuda, pengunjung juga bisa menikmati kuliner lokal dan berbagai spot foto menarik seperti taman bunga, saung, dan trek berkuda. Tersedia pula properti foto bertema koboi dan vintage yang menambah keseruan wisata.;Berkuda, pelatihan menunggang kuda, edukasi tentang perawatan kuda, berfoto dengan kuda, aktivitas anak-anak di alam terbuka.;Lintasan berkuda, kandang kuda, area latihan, instruktur profesional, area parkir, toilet, mushola, gazebo/area tunggu.;Anak-anak, Remaja
T029;Alun-Alun Kidul Surakarta;alun alun kidul, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57118;#UNKNOWN!;-758.219;1.108.264;budaya, lingkungan;Alun-Alun;0;0;0;0;26469;4,5;-;Alun-alun Kidul Surakarta adalah tempat yang ramai dikunjungi masyarakat Solo, di mana mereka bisa menikmati sore hari dengan berbagai aktivitas seperti berolahraga, duduk santai, atau mencicipi jajanan lokal. Di sini, pengunjung juga bisa mencoba aktivitas masangin, berjalan melewati dua beringin kembar dengan mata tertutup, yang dipercaya dapat mewujudkan permohonan. Selain itu, terdapat kerbau bule koleksi Keraton Surakarta yang bisa diberi makan, serta fasilitas andong untuk mengelilingi kawasan tersebut;masangin (berjalan melewati dua beringin kembar dengan mata tertutup), memberi makan kerbau bule, bersepeda onthel, bersantai atau piknik, naik andong keliling alun-alun, berolahraga ringan, dan menikmati kuliner lokal.;area untuk berolahraga, warung jajanan, kandang kerbau, area untuk masangin, dan andong untuk mengelilingi alun-alun.;Semua Umur
T030;Cepogo Cheese Park;Dusun II, Genting, Kec. Cepogo, Kabupaten Boyolali, Jawa Tengah 57362;#UNKNOWN!;-75.061;110,5;lingkungan, sains;Sains;"{""Senin"": ""08:00–17:00"", ""Selasa"": ""08:00–17:00"", ""Rabu"": ""08:00–17:00"", ""Kamis"": ""08:00–17:00"", ""Jumat"": ""08:00–17:00"", ""Sabtu"": ""08:00–17:00"", ""Minggu"": ""08:00–17:00""}";"{
  ""cheese_park"": {
  ""weekday"": 20000,
  ""weekend"": 25000
  },
  ""tiket_combo_2_wahana_a"": {
  ""weekday"": 35000,
  ""weekend"": 45000
  },
  ""paket_5_activity"": {
  ""weekday"": 49000,
  ""weekend"": 49000
  }
 }";20000;49000;6865;4,5;https://cimorydairyland.com/estate/cepogo-cheese-park;Cepogo Cheese Park merupakan destinasi wisata keluarga bertema edukasi peternakan dan produksi keju yang berada di dataran tinggi Cepogo, Boyolali. Dengan latar pemandangan Gunung Merapi dan Merbabu, tempat ini menyuguhkan pengalaman berinteraksi langsung dengan hewan ternak seperti sapi dan kambing perah, serta proses pembuatan keju secara tradisional. Tersedia juga area bermain anak, spot foto menarik, dan restoran yang menyajikan berbagai produk olahan susu. Suasana alam yang sejuk dan konsep wisata edukatif menjadikannya pilihan ideal untuk liburan keluarga maupun kunjungan sekolah.;Memberi makan hewan ternak, menyaksikan pembuatan keju, edukasi peternakan, bermain di playground, berfoto di spot instagramable, mencicipi olahan susu.;Peternakan edukatif, area pembuatan keju, playground anak, restoran, toko oleh-oleh, spot foto, area parkir, toilet, mushola.;Semua Umur
T031;Museum Mini Sisa Hartaku;Jl. Petung Merapi, Petung, Kepuharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583;#UNKNOWN!;-760.054;1.104.491;sejarah;Sejarah Gunung Merapi;"{""Senin"": ""06:00–18:00"", ""Selasa"": ""06:00–18:00"", ""Rabu"": ""06:00–18:00"", ""Kamis"": ""06:00–18:00"", ""Jumat"": ""06:00–18:00"", ""Sabtu"": ""06:00–18:00"", ""Minggu"": ""06:00–18:00""}";5000;5000;5000;3154;4,7;-;Museum Mini Sisa Hartaku adalah museum kecil yang berdiri sebagai saksi bisu dahsyatnya letusan Gunung Merapi tahun 2010. Terletak di Dusun Petung, Sleman, museum ini memamerkan benda-benda sisa erupsi seperti sepeda motor, peralatan rumah tangga, tulang hewan, hingga foto-foto kondisi desa setelah bencana. Tempat ini menawarkan pengalaman emosional dan reflektif, menggambarkan dampak bencana alam dan ketangguhan masyarakat lereng Merapi. Museum ini dikelola oleh warga lokal dan menjadi bagian dari jalur wisata edukasi Merapi.;Melihat koleksi sisa letusan Merapi, belajar sejarah bencana, mendengarkan kisah warga setempat, foto dokumentasi bencana, edukasi mitigasi bencana.;Ruang pamer sederhana, papan informasi, area parkir, toilet, warung warga, area duduk.;Remaja
T032;Kebun Raya Indrokilo;Unnamed Road, Area Sawah, Butuh, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57482;#UNKNOWN!;-755.902;110.631;lingkungan, sains;Kebun Raya;"{""Senin"": ""0"", ""Selasa"": ""08:00–16:00"", ""Rabu"": ""08:00–16:00"", ""Kamis"": ""08:00–16:00"", ""Jumat"": ""08:00–16:00"", ""Sabtu"": ""08:00–16:00"", ""Minggu"": ""08:00–16:00""}";5500;5500;5500;1571;4,4;https://kebunrayaindrokilo.boyolali.go.id/;Kebun Raya Indrokilo merupakan kawasan konservasi dan wisata edukasi botani yang terletak di Mojosongo, Boyolali. Taman ini mengusung konsep taman tematik yang memadukan fungsi konservasi tumbuhan, penelitian, pendidikan, dan pariwisata. Di area seluas lebih dari 8 hektar, pengunjung dapat menjumpai berbagai zona menarik seperti Taman Labirin, Gerbang Pasingsingan, patung tokoh pewayangan Bima, dan rumah kaca (greenhouse) berisi koleksi tanaman langka. Suasananya yang sejuk dan asri menjadikannya tempat yang cocok untuk rekreasi keluarga sekaligus pembelajaran lingkungan hidup dan pelestarian flora Indonesia.;Berjalan di taman tematik, menjelajahi labirin, fotografi di spot estetik, belajar tentang tanaman langka, menikmati suasana alam, piknik keluarga.;Taman tematik, taman labirin, rumah kaca (greenhouse), area bermain anak, spot foto, area parkir, toilet, mushola.;Semua Umur
T033;Umbul Tlatar Boyolali;Jl. Pangeran Diponegoro, Dusun 2, Kebonbimo, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57316;#UNKNOWN!;-74.941;1.106.211;lingkungan;Taman Air;"{""Senin"": ""07:00–16:00"", ""Selasa"": ""07:00–16:00"", ""Rabu"": ""07:00–16:00"", ""Kamis"": ""07:00–16:00"", ""Jumat"": ""07:00–16:00"", ""Sabtu"": ""07:00–16:00"", ""Minggu"": ""07:00–16:00""}";15000;15000;15000;2803;4,2;-;Umbul Tlatar adalah objek wisata air berbasis sumber mata air alami yang berada di Kecamatan Boyolali. Destinasi ini dikenal sebagai tempat rekreasi keluarga yang menggabungkan wisata air, kuliner, edukasi, dan konservasi alam. Sumber air di Umbul Tlatar berasal langsung dari mata air pegunungan Merapi-Merbabu, menjadikan airnya sangat jernih dan segar. Terdapat kolam renang alami, kolam terapi ikan, kolam pancing, wahana permainan anak, dan edukasi pertanian hidroponik. Suasana sejuk dan fasilitas lengkap membuat Umbul Tlatar cocok untuk wisata harian bersama keluarga.;Berenang di kolam alami, bermain air, terapi ikan, memancing, wisata kuliner, belajar hidroponik, edukasi lingkungan.;Kolam renang alami, kolam terapi ikan, kolam pancing, taman bermain anak, kios kuliner, area parkir, toilet, mushola, gazebo, aula pertemuan.;Semua Umur
T034;Wisata Terpadu Bukit Pertapan Bayat;Kebon, Kec. Bayat, Kabupaten Klaten, Jawa Tengah 57462;#UNKNOWN!;-777.312;1.106.462;lingkungan;Geologi;"{""Senin"": ""05:00-19:00"", ""Selasa"": ""05:00-19:00"", ""Rabu"": ""05:00-19:00"", ""Kamis"": ""05:00-19:00"", ""Jumat"": ""05:00-19:00"", ""Sabtu"": ""05:00-19:00"", ""Minggu"": ""05:00-19:00""}";"""{
  ""Tiket Masuk"": {
  ""Umum"": 3000
  }
 }";3000;3000;177;4,4;;Bukit Pertapan Klaten adalah destinasi wisata alam yang memiliki nilai sejarah dan edukasi, terletak di Desa Kebon, Bayat, Klaten. Dahulu digunakan sebagai tempat bertapa Panembahan Menanglase, kini kawasan ini menjadi tempat rekreasi yang menyuguhkan pemandangan indah, udara sejuk, serta berbagai fasilitas edukatif dan rekreatif untuk semua kalangan.;Trekking Bukit,Belajar Geologi,Ziarah Sejarah & Religi,Berfoto di Spot Instagramable,Menikmati Sunrise & Sunset,Bermain di Taman Anak,Outbound & Edukasi Lingkungan,Wisata Kuliner & UMKM Lokal;Gazebo, Spot Foto,Playground,Gardu Pandang,Menara Pandang dan Warung Makan;Semua Umur
T035;Lembah Gunung Madu;Jl. Raya Simo-Klego KM.5, Gunung Madu, Simo, Tanjung, Klego, Area Sawah/Kebun, Kedunglengkong, Kec. Simo, Kabupaten Boyolali, Jawa Tengah 57385;#UNKNOWN!;-741.038;1.106.897;lingkungan;Geowisata, edukasi geologi dan sejarah alam;"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}";"{
  ""Tiket Masuk"": 10000,
  ""Wahana"": {
  ""Flying Fox"": 20000,
  ""Sepeda Gantung"": 25000
  },
  ""Parkir"": {
  ""Sepeda Motor"": 4000,
  ""Mobil"": 5000
  }
 }";10;10;2992;4;;Lembah Gunung Madu merupakan destinasi wisata alam dan edukatif yang terletak di kaki Gunung Madu, Desa Simo, Boyolali. Menyajikan perpaduan panorama alam yang asri, situs sejarah gua-gua peninggalan, mini zoo, serta wahana rekreasi modern, tempat ini cocok untuk wisata keluarga, edukasi anak, hingga aktivitas petualangan.;Aktivitas Deskripsi Singkat,Eksplorasi Gua Bersejarah,Mini Zoo,Spot Foto Instagramable,Taman Rekreasi Anak,Flying Fox & Sepeda Gantung,Kuliner & Edukasi Lokal;Mushola, toilet umum, area parkir luas, gazebo, pendopo, dan saung, restoran dan tempat makan, mini zoo, wahana permainan anak, wahana flying fox & sepeda gantung, spot foto tematik.;Semua Umur
T036;Umbul Ponggok;Jl. Delanggu- Polanharjo No.Ds, Jeblogan, Ponggok, Kec. Polanharjo, Kabupaten Klaten, Jawa Tengah 57474;#UNKNOWN!;-761.381;1.106.359;lingkungan;Ekowisata air, konservasi mata air;"{""Senin"": ""08:00-16:00"", ""Selasa"": ""08:00-16:00"", ""Rabu"": ""08:00-16:00"", ""Kamis"": ""08:00-16:00"", ""Jumat"": ""08:00-16:00"", ""Sabtu"": ""07:00-17:00"", ""Minggu"": ""07:00-17:00""}";"{
  ""Weekday"": 10000,
  ""Weekend"": 15000
  }";10;15;22101;4,5;;Umbul Ponggok adalah kolam alami berisi mata air jernih yang telah ada sejak abad ke-19. Terletak di Klaten, tempat ini terkenal sebagai destinasi wisata edukasi dan rekreasi air dengan konsep underwater experience. Pengunjung bisa belajar tentang ekosistem air tawar sambil menikmati aktivitas snorkeling dan fotografi bawah air yang unik.;Snorkeling, diving, fotografi bawah air, mengamati mata air, perahu kayuh, dan kolam anak.;Kolam utama (50 x 25 meter, kedalaman 1–3 meter), kolam anak, area spot foto bawah air (sepeda, tenda, laptop, kursi, dll.), sewa alat snorkeling & diving, perahu kayuh, loker penyimpanan, warung makan, musala, serta toilet & kamar mandi bilas.;Semua Umur
T037;Candi Sojiwan;Jl. Banjarsari No.12 RT. 03, RT.03/RW.03, Kwaron, Kb. Dalem Kidul, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454;#UNKNOWN!;-776.106;110.496;sejarah, budaya, religi;Cagar Budaya Hindu-Buddha;"{""Senin"": ""06:00-17:00"", ""Selasa"": ""06:00-17:00"", ""Rabu"": ""06:00-17:00"", ""Kamis"": ""06:00-17:00"", ""Jumat"": ""06:00-17:00"", ""Sabtu"": ""06:00-17:00"", ""Minggu"": ""06:00-17:00""}";"""{
  ""Tiket Masuk"": {
  ""Umum"": 5000
  }
 }";5000;5000;2698;4,5;;Candi Sojiwan adalah candi peninggalan kebudayaan Buddha yang terletak di Kabupaten Klaten, Jawa Tengah. Ditemukan pada tahun 1813 dan telah dipugar pada tahun 2011, candi ini merupakan situs sejarah yang mengandung banyak prasasti, arca, dan ukiran yang menggambarkan kehidupan masyarakat pada zaman dahulu. Selain keindahan candi itu sendiri, pengunjung juga dapat menikmati keasrian taman sekitar candi yang dipenuhi rerumputan hijau dan pohon-pohon tinggi.;Mempelajari Sejarah, Fotografi, Berjalan Mengelilingi Candi, Piknik.;Ruang Informasi, Area Parkir, Toilet Umum, Warung Makan, Gazebo.;Semua Umur
T038;Gedung Djoeang 45;Kedung Lumbu, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah;#UNKNOWN!;-757.375;1.108.322;sejarah;Sejarah perjuangan kemerdekaan;"{""Senin"": ""17:00-00:00"", ""Selasa"": ""17:00-00:00"", ""Rabu"": ""17:00-00:00"", ""Kamis"": ""17:00-00:00"", ""Jumat"": ""17:00-00:00"", ""Sabtu"": ""17:00-00:00"", ""Minggu"": ""17:00-00:00""}";"""{
  """"Tiket Masuk"""": {
  """"Umum"""": 15000
  }
 }";15000;15000;799;4,6;;Gedung Djoeang 45 adalah bangunan bersejarah yang dibangun pada masa penjajahan Belanda dan sekarang berfungsi sebagai tempat wisata sejarah yang modern. Terletak di pusat kota Solo, gedung ini memiliki arsitektur Eropa klasik dan menyajikan suasana yang estetik. Sejak tahun 2019, Gedung Djoeang 45 telah direvitalisasi dan menjadi destinasi populer untuk wisata sejarah, kuliner, dan foto-foto Instagramable.;Tur Gedung, Belajar Sejarah, Fotografi dan Selfie, Menikmati Suasana Senja.;panggung hiburan, kantin, pusat informasi, gazebo, mushola, toilet, dan area parkir yang luas.;Semua Umur
T039;Candi Plaosan;Jl. Candi Plaosan, Dukuh Plaosan, Bugisan, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454;#UNKNOWN!;-774.057;1.105.046;sejarah, budaya, religi;Cagar Budaya Hindu-Buddha;"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}";"{
  ""Domestik"": {
  ""Dewasa"": 10000,
  ""Anak-anak"": 5000
  },
  ""Turis Asing"": {
  ""Dewasa"": 20000,
  ""Anak-anak"": 10000
  }
 }";5000;20000;11086;4,6;;Candi Plaosan adalah kompleks candi Buddha yang dibangun pada abad ke-9 M, terletak di Klaten, Jawa Tengah, dekat Yogyakarta. Keunikan candi ini terletak pada perpaduan arsitektur Hindu dan Buddha, simbol toleransi beragama antara Rakai Pikatan (Hindu) dan Pramudyawardhani (Buddha). Lingkungan sekitar candi dipenuhi sawah hijau yang asri, cocok untuk wisata sejarah, budaya, dan edukasi.;Mempelajari sejarah candi, Berfoto-foto, Menonton pertunjukan seni budaya (tergantung jadwal), Mengikuti workshop kerajinan tangan (tergantung jadwal), Berkunjung ke desa wisata sekitar.;Toilet umum, Mushola, Area parkir luas, Pusat informasi, Pemandu wisata (dengan biaya tambahan), Penyewaan payung/topi, Penjualan souvenir, Kotak P3K, Area istirahat, Warung makan dan minuman.;Semua Umur
T040;The Heritage Palace;jalan Permata Raya Dukuh Tegal Mulyo rt.002/rw.008, Honggobayan, Pabelan, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57169;#UNKNOWN!;-755.476;1.107.548;sejarah, budaya;Museum gaya kolonial & edukasi transportasi;"{""Senin"": ""10:00-18:00"", ""Selasa"": ""10:00-18:00"", ""Rabu"": ""10:00-18:00"", ""Kamis"": ""10:00-18:00"", ""Jumat"": ""09:00-21:00"", ""Sabtu"": ""09:00-21:00"", ""Minggu"": ""09:00-21:00""}";"{
  ""Tiket Masuk Gate Outdoor"": 30000,
  ""Tiket Terusan (Outdoor + Indoor)"": {
  ""Weekday"": 55000,
  ""Weekend"": 65000
  },
  ""Anak-anak"": ""Gratis untuk tinggi badan di bawah 100 cm"",
 }";30;65;12902;4,4;;The Heritage Palace Solo adalah objek wisata edukatif dan keluarga yang berlokasi di bekas pabrik gula Gembongan, Sukoharjo. Dibuka sejak 2018, tempat ini menghadirkan nuansa arsitektur klasik Eropa dengan berbagai wahana menarik seperti Museum Transportasi, Museum 3D, taman bermain anak (Kids Town), dan area outdoor bergaya Romawi. Cocok untuk belajar sejarah, berburu foto estetik, hingga wisata kuliner dan budaya dalam satu kawasan.;Belajar Sejarah Transportasi,Melihat Koleksi Mobil Antik,Berfoto di Museum 3D,Menjelajah Bangunan Cagar Budaya,Bermain Edukatif di Kids Town,Berfoto di Area Outdoor Bernuansa Eropa,Kulineran di Food Court Heritage,Berbelanja Oleh-Oleh Khas Solo.;Tempat parkir yang luas,Toilet umum,Tempat sampah,Musala,Area Outdoor,Taman Bermain Kids Town,Food Court,Museum 3D,Museum Transportasi.;Semua Umur
T041;Wisata Alam Batu Seribu;Gentan, Bulu, Pacinan, Gentan, Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57563;#UNKNOWN!;-778.805;1.108.384;lingkungan;aktivitas alam terbuka;"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}";"{
  ""Tiket Masuk"": {
  ""Umum"": 10000
  }
 }";10;10;1175;4,1;;Wisata Alam Batu Seribu adalah destinasi wisata alam yang terletak di lereng Gunung Gajah Mungkur, Desa Gentan, Kabupaten Sukoharjo, Jawa Tengah. Tempat ini menawarkan pengalaman menyatu dengan alam melalui kolam renang alami dari sumber mata air, pemandangan hutan rimbun, batuan besar yang eksotis, dan udara segar pegunungan. Cocok untuk liburan keluarga, aktivitas outdoor, camping, hingga berburu sunset, Batu Seribu juga termasuk dalam kawasan Gunung Sewu UNESCO Global Geopark, menjadikannya wisata edukatif dan alami yang unik.;Berenang di tengah hutan, Berkeliling kawasan, Berburu spot foto, Menikmati sunset, Camping, Wisata kuliner lokal.;Area Parkir, Toilet Umum dan Kamar Ganti, Mushola, Gazebo dan Bangku Istirahat, Warung dan Kedai Makanan, Gardu Pandang (Spot Foto), Kolam Renang Alami, Camping Ground.;Semua Umur
T042;Candi Cetho;Ceto, RT.01/RW.03, Cetho, Gumeng, Kec. Jenawi, Kabupaten Karanganyar, Jawa Tengah 57792;#UNKNOWN!;-759.556;1.111.574;sejarah, budaya, religi;Cagar Budaya Hindu-Buddha;"{""Senin"": ""07:00-17:00"", ""Selasa"": ""07:00-17:00"", ""Rabu"": ""07:00-17:00"", ""Kamis"": ""07:00-17:00"", ""Jumat"": ""07:00-17:00"", ""Sabtu"": ""07:00-17:00"", ""Minggu"": ""07:00-17:00""}";"{
  ""Tiket Masuk"": {
  ""Wisatawan Domestik"": 10000,
  ""Wisatawan Mancanegara"": 30000 }
  }";10;30;11183;4,7;;Candi Cetho adalah destinasi yang wajib masuk daftar kunjunganmu. Berlokasi di ketinggian, candi ini menawarkan pemandangan spektakuler, udara sejuk, serta nuansa mistis yang khas. Candi peninggalan Kerajaan Majapahit ini juga masih digunakan sebagai tempat peribadatan umat Hindu hingga sekarang;Berburu foto Instagramable, Melihat prosesi ritual Hindu, Trekking ringan, Mengunjungi Punden Saraswati, Melanjutkan perjalanan ke Gunung Lawu.;Area parkir luas, Toilet umum, Warung makan dan penjual suvenir, Pemandu wisata lokal, Penginapan sederhana di sekitar area candi.;Semua Umur
