ID Tempat,Nama Wisata,Detail Alamat,Latitude,Longitude,Kategori,Jenis Tempat,Jam Operasional,Harga Tiket,Harga Min,Harga Max,Jumlah Ulasan (Google Maps),Overall Rating (Google Maps),Link Website,Deskripsi Singkat,Aktivitas,Fasilitas,Kategori Umur,Deskripsi Cleaned,Aktivitas Cleaned,Fasilitas Cleaned
T054,The Nice Park Solo,"Jl. Mayor Achmadi, Kedunggong, Jeruksawit, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57188",-7.5094618,110.8569777,"lingkungan, kreativitas","Playground, Edukasi, Wahana Anak","{""Senin"": ""09:00-17:00"", ""Selasa"": ""09:00-17:00"", ""Rabu"": ""09:00-17:00"", ""Kamis"": ""09:00-17:00"", ""Jumat"": ""09:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}","{
  ""Tiket Masuk"": {
  ""Umum"": 30000
  }
 }",30000,30000,530,3.9,,"The Nice Park Solo adalah destinasi wisata keluarga terbaru di Karanganyar yang menawarkan berbagai 
 wahana bermain indoor dan outdoor. Dibuka pada Desember 2024, taman ini menyediakan beragam aktivitas seru dan edukatif untuk anak-anak serta fasilitas lengkap untuk kenyamanan pengunjung.","Wisata, Wahana Anak","Playground indoor dan outdoor, Rainbow Slide
  (seluncuran pelangi), Kolam renang dengan jembatan goyang, Ayunan raksasa (Giant Swing), Flying Fox, Sky Bridge (jembatan gantung), Hanging Steps (tangga gantung), Mini Zoo dengan hewan jinak seperti kelinci, kambing, dan burung, Foodcourt dengan berbagai pilihan kuliner, Resto, Mushola, Toilet bersih, Area parkir luas",Semua Umur,the nice park solo adalah destinasi wisata keluarga terbaru di karanganyar yang menawarkan berbagai wahana bermain indoor dan outdoor dibuka pada desember 2024 taman ini menyediakan beragam aktivitas seru dan edukatif untuk anakanak serta fasilitas lengkap untuk kenyamanan pengunjung,"['wisata', 'wahana anak']","['playground indoor dan outdoor', 'rainbow slide\n  (seluncuran pelangi)', 'kolam renang dengan jembatan goyang', 'ayunan raksasa (giant swing)', 'flying fox', 'sky bridge (jembatan gantung)', 'hanging steps (tangga gantung)', 'mini zoo dengan hewan jinak seperti kelinci', 'kambing', 'dan burung', 'foodcourt dengan berbagai pilihan kuliner', 'resto', 'mushola', 'toilet bersih', 'area parkir luas']"
T055,Museum Karst Indonesia,"Jalan Raya Pracimantoro-Giritontro KM 4, Desa Gebangharjo, Kecamatan Pracimantoro, Kabupaten Wonogiri, Jawa Tengah",-8.0414635,110.7831914,"sains, lingkungan",Museum Geologi,"{""Senin"": ""08:30-15:30"", ""Selasa"": ""08:30-15:30"", ""Rabu"": ""08:30-15:30"", ""Kamis"": ""08:30-15:30"", ""Jumat"": ""tutup"", ""Sabtu"": ""08:30-15:30"", ""Minggu"": ""08:30-15:30""}","{
  ""Tiket Masuk"": {
  ""Umum"": 5000
  }
 }",5000,5000,1128,4.3,,"Museum Karst Indonesia adalah museum geologi terbesar di Asia Tenggara yang didirikan pada tahun 2009 
 dan diresmikan oleh Presiden Susilo Bambang Yudhoyono. Museum ini menyajikan informasi lengkap tentang kawasan karst, termasuk proses pembentukannya, pemanfaatan oleh manusia purba, dan berbagai jenis batuan kapur yang ditemukan di Indonesia.",Edukasi,"Area parkir kendaraan yang luas, Toilet umum, 
 Mushola, Panggung acara, Tempat bersantai, Panel informasi dan peta digital sebaran karst, Layar informasi dan pemutaran film dokumenter, Pemandu wisata/educator guide, Tujuh gua di sekitar museum: Gua Tembus, Gua Potro-Bunder, Gua Gilap, Gua Mrica, Gua Sapen, Gua Sonya Wuri, dan Gua Sodong",Semua Umur,museum karst indonesia adalah museum geologi terbesar di asia tenggara yang didirikan pada tahun 2009 dan diresmikan oleh presiden susilo bambang yudhoyono museum ini menyajikan informasi lengkap tentang kawasan karst termasuk proses pembentukannya pemanfaatan oleh manusia purba dan berbagai jenis batuan kapur yang ditemukan di indonesia,['edukasi'],"['area parkir kendaraan yang luas', 'toilet umum', 'mushola', 'panggung acara', 'tempat bersantai', 'panel informasi dan peta digital sebaran karst', 'layar informasi dan pemutaran film dokumenter', 'pemandu wisata/educator guide', 'tujuh gua di sekitar museum: gua tembus', 'gua potro-bunder', 'gua gilap', 'gua mrica', 'gua sapen', 'gua sonya wuri', 'dan gua sodong']"
T056,Goa Putri Kencono,"Dusun Wonosobo, RT.3/RW.1, Gunungan, Desa Wonodadi, Kecamatan Pracimantoro, Kabupaten Wonogiri, Jawa Tengah 57664",-8.0194815,110.7931649,"lingkungan, sejarah",Goa,"{""Senin"": ""08:00-15:30"", ""Selasa"": ""08:00-15:30"", ""Rabu"": ""08:00-15:30"", ""Kamis"": ""08:00-15:30"", ""Jumat"": ""08:00-15:30"", ""Sabtu"": ""08:00-15:30"", ""Minggu"": ""08:00-15:30""}","{
  ""Tiket Masuk"": {
  ""Umum"": 5000
  }
 }",5000,5000,135,4.2,,"Goa Putri Kencono merupakan gua karst alami yang terletak di kawasan Gunung Sewu. Dengan panjang lorong sekitar 121 meter dan tinggi serta lebar sekitar 4 meter, gua ini menawarkan keindahan stalaktit dan stalagmit yang memukau. Terdapat tujuh ruangan di dalam gua yang masing-masing memiliki cerita dan fungsi tersendiri, seperti ruang tamu, ruang kebudayaan, dan ruang perpustakaan",Edukasi,"Area parkir kendaraan, Toilet umum, Mushola,
  Warung makan dan minuman",Remaja,goa putri kencono merupakan gua karst alami yang terletak di kawasan gunung sewu dengan panjang lorong sekitar 121 meter dan tinggi serta lebar sekitar 4 meter gua ini menawarkan keindahan stalaktit dan stalagmit yang memukau terdapat tujuh ruangan di dalam gua yang masingmasing memiliki cerita dan fungsi tersendiri seperti ruang tamu ruang kebudayaan dan ruang perpustakaan,['edukasi'],"['area parkir kendaraan', 'toilet umum', 'mushola', 'warung makan dan minuman']"
T057,Obyek Wisata Waduk Gajah Mungkur Wonogiri,"Godean, Sendang, Kecamatan Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615",-7.85504,109.10509,lingkungan,Waduk / Danau Buatan,"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}","{
  ""Tiket Masuk"": {
  ""Weekday"": 15000,
  ""Weekend"": 20000
  },
  ""Waterboom"": 15000,
  ""Wisata Perahu"": 10000,
  ""Parkir"": {
  ""Motor"": 2000,
  ""Mobil"": 5000,
  ""Mini Bus"": 10000,
  ""Bus"": 20000
  }
 }",15000,20000,9617,4.2,,"Waduk Gajah Mungkur merupakan danau buatan yang dibangun di atas Sungai Bengawan Solo. Selain 
 berfungsi sebagai irigasi dan pembangkit listrik, waduk ini juga menjadi destinasi wisata populer di Wonogiri. Pengunjung dapat menikmati berbagai aktivitas seperti wisata air, taman satwa, waterboom, dan spot foto menarik seperti jembatan kaca.","Wisata, Wahana Anak","Area parkir luas, Toilet umum, Mushola, Warung makan dan kantin, 
 Waterboom dengan seluncuran dan kolam renang, Taman Satwa mini dengan berbagai jenis hewan, Playground anak dengan berbagai permainan, Wisata perahu dan sepeda air, Jembatan kaca untuk spot foto, Area berkemah dan campervan, Spot memancing, Panggung hiburan outdoor, Pusat informasi wisata",Remaja,waduk gajah mungkur merupakan danau buatan yang dibangun di atas sungai bengawan solo selain berfungsi sebagai irigasi dan pembangkit listrik waduk ini juga menjadi destinasi wisata populer di wonogiri pengunjung dapat menikmati berbagai aktivitas seperti wisata air taman satwa waterboom dan spot foto menarik seperti jembatan kaca,"['wisata', 'wahana anak']","['area parkir luas', 'toilet umum', 'mushola', 'warung makan dan kantin', 'waterboom dengan seluncuran dan kolam renang', 'taman satwa mini dengan berbagai jenis hewan', 'playground anak dengan berbagai permainan', 'wisata perahu dan sepeda air', 'jembatan kaca untuk spot foto', 'area berkemah dan campervan', 'spot memancing', 'panggung hiburan outdoor', 'pusat informasi wisata']"
T058,Taman Satwa Gajah Mungkur,"Godean, Desa Sendang, Kecamatan
  Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57615",-7.8552877,110.913888,"lingkungan, sains",Kebun Binatang Mini / Taman Satwa,"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}","{
  ""Tiket Masuk Kawasan Waduk Gajah Mungkur"": {
  ""Weekday"": 10000,
  ""Weekend"": 12000
  },
  ""Parkir"": {
  ""Motor"": 2000,
  ""Mobil"": 5000,
  ""Mini Bus"": 10000,
  ""Bus"": 20000
  }
 }",10000,12000,303,3.9,,"Taman Satwa Gajah Mungkur merupakan kebun binatang mini yang berfungsi sebagai lahan konservasi bagi berbagai satwa langka dan dilindungi. Terletak di kawasan Waduk Gajah Mungkur, taman ini menyajikan pengalaman edukatif dan rekreatif bagi pengunjung dari berbagai usia. Koleksi hewan yang menjadi daya tarik utama termasuk gajah, elang bondol, merak, siamang, jalak putih, rusa timor, orang utan, bulus, kasuari, dan lainnya.",Edukasi,"Area parkir luas, Toilet umum, Mushola, Warung 
 makan dan kantin, Gazebo dan area piknik, Taman bermain anak, Spot foto menarik, Akses ke wahana lain di kawasan Waduk Gajah Mungkur seperti waterboom dan wisata perahu",Remaja,taman satwa gajah mungkur merupakan kebun binatang mini yang berfungsi sebagai lahan konservasi bagi berbagai satwa langka dan dilindungi terletak di kawasan waduk gajah mungkur taman ini menyajikan pengalaman edukatif dan rekreatif bagi pengunjung dari berbagai usia koleksi hewan yang menjadi daya tarik utama termasuk gajah elang bondol merak siamang jalak putih rusa timor orang utan bulus kasuari dan lainnya,['edukasi'],"['area parkir luas', 'toilet umum', 'mushola', 'warung \n makan dan kantin', 'gazebo dan area piknik', 'taman bermain anak', 'spot foto menarik', 'akses ke wahana lain di kawasan waduk gajah mungkur seperti waterboom dan wisata perahu']"
T059,Gunung Sewu Geopark,"Kawasan ini membentang di tiga kabupaten: Gunungkidul (Daerah Istimewa Yogyakarta), Wonogiri (Jawa Tengah), dan Pacitan (Jawa Timur).",-8.083333,110.583333,"sains, lingkungan","Geopark, Karst, Caving","{""Senin"": ""08:00-16:00"", ""Selasa"": ""08:00-16:00"", ""Rabu"": ""08:00-16:00"", ""Kamis"": ""08:00-16:00"", ""Jumat"": ""08:00-16:00"", ""Sabtu"": ""08:00-16:00"", ""Minggu"": ""08:00-16:00""}",5000,5000,5000,29,4.4,,"Gunung Lawu adalah gunung berapi yang terletak di perbatasan antara Jawa Tengah dan Jawa Timur, Indonesia, dengan ketinggian sekitar 3.265 meter di atas permukaan laut. Gunung ini dikenal sebagai salah satu tujuan pendakian populer di Jawa karena pemandangannya yang indah, jalur pendakian yang menantang, serta keanekaragaman flora dan fauna. Gunung Lawu juga memiliki nilai spiritual yang tinggi bagi masyarakat setempat, karena banyak yang menganggapnya sebagai tempat keramat. Pendakian ke puncak Gunung Lawu menawarkan pengalaman alam yang memukau, dengan udara segar dan pemandangan spektakuler, terutama saat matahari terbit.","Pendakian gunung, Camping, Foto-foto alam, Menikmati matahari terbit di puncak, Tracking di hutan sekitar, Wisata sejarah dan budaya.","Pos pendakian, Area perkemahan, Toilet umum, Pusat informasi, Warung atau kios makanan ringan, Pemandu wisata, Tempat ibadah (mushola).",Remaja,gunung lawu adalah gunung berapi yang terletak di perbatasan antara jawa tengah dan jawa timur indonesia dengan ketinggian sekitar 3265 meter di atas permukaan laut gunung ini dikenal sebagai salah satu tujuan pendakian populer di jawa karena pemandangannya yang indah jalur pendakian yang menantang serta keanekaragaman flora dan fauna gunung lawu juga memiliki nilai spiritual yang tinggi bagi masyarakat setempat karena banyak yang menganggapnya sebagai tempat keramat pendakian ke puncak gunung lawu menawarkan pengalaman alam yang memukau dengan udara segar dan pemandangan spektakuler terutama saat matahari terbit,"['pendakian gunung', 'camping', 'foto-foto alam', 'menikmati matahari terbit di puncak', 'tracking di hutan sekitar', 'wisata sejarah dan budaya.']","['pos pendakian', 'area perkemahan', 'toilet umum', 'pusat informasi', 'warung atau kios makanan ringan', 'pemandu wisata', 'tempat ibadah (mushola).']"
T060,Bukit Cumbri,"Desa Kepyar, Kecamatan 
 Purwantoro, Kabupaten Wonogiri, Jawa Tengah, Indonesia",-7.840745,111.305882,lingkungan,"Hikking, Camping",{},"{
  ""Tiket Masuk"": {
  ""Umum"": 3500
  },
  ""Parkir"": {
  ""Sepeda Motor"": 5000,
  ""Mobil"": 10000
  },
  ""Paket Camping 2 Hari 1 Malam"": {
  ""Umum"": 250750
  }
 }",3500,250750,1692,4.6,,"Bukit Cumbri adalah destinasi wisata alam yang menawarkan pemandangan sabana hijau, lautan awan, 
 serta panorama matahari terbit dan terbenam yang memukau. Dengan ketinggian sekitar 638 mdpl, bukit ini cocok untuk pendaki pemula dan menjadi tempat favorit untuk trekking, hiking, dan camping.","Mendaki, Camping","Area parkir untuk kendaraan roda dua dan empat, Jalur trekking dengan papan petunjuk, Mushola, Kamar mandi umum, Warung atau kios makanan dan minuman ringan, Area camping ground di puncak bukit, Spot foto alam",Remaja,bukit cumbri adalah destinasi wisata alam yang menawarkan pemandangan sabana hijau lautan awan serta panorama matahari terbit dan terbenam yang memukau dengan ketinggian sekitar 638 mdpl bukit ini cocok untuk pendaki pemula dan menjadi tempat favorit untuk trekking hiking dan camping,"['mendaki', 'camping']","['area parkir untuk kendaraan roda dua dan empat', 'jalur trekking dengan papan petunjuk', 'mushola', 'kamar mandi umum', 'warung atau kios makanan dan minuman ringan', 'area camping ground di puncak bukit', 'spot foto alam']"
T061,Museum Manusia Purba Sangiran Klaster Dayu,"Desa Dayu, Kecamatan 
 Gondangrejo, Kabupaten Karanganyar, Jawa Tengah, Indonesia",-7.4742272,110.8459974,"sains, sejarah","Museum Arkeologi, Sejarah Manusia Purba","{""Senin"": ""tutup"", ""Selasa"": ""08:00-16:00"", ""Rabu"": ""08:00-16:00"", ""Kamis"": ""08:00-16:00"", ""Jumat"": ""08:00-16:00"", ""Sabtu"": ""08:00-16:00"", ""Minggu"": ""08:00-16:00""}","{
  ""Tiket Masuk"": {
  ""Dewasa"": 5000,
  ""Anak-anak"": 2000
  }
 }",2000,5000,831,4.4,,"Museum ini merupakan bagian dari Situs Sangiran yang diakui UNESCO sebagai Warisan Dunia. 
 Klaster Dayu menyajikan informasi tentang lapisan tanah Sangiran dan berbagai artefak manusia purba, termasuk fosil Homo erectus.",Edukasi,"Ruang Pamer, Ruang Audio Visual, Perpustakaan, Area Parkir, Gazebo, Area Bermain, Toilet, Mushola, Anjungan",Remaja,museum ini merupakan bagian dari situs sangiran yang diakui unesco sebagai warisan dunia klaster dayu menyajikan informasi tentang lapisan tanah sangiran dan berbagai artefak manusia purba termasuk fosil homo erectus,['edukasi'],"['ruang pamer', 'ruang audio visual', 'perpustakaan', 'area parkir', 'gazebo', 'area bermain', 'toilet', 'mushola', 'anjungan']"
T062,Taman Kridoanggo Sragen,"Jl. Sukowati No.488, Dusun Kebayanan Krajoyok, Sragen Wetan, Kecamatan Sragen, Kabupaten Sragen, Jawa Tengah 57211, Indonesia",-7.4259535,111.0281056,lingkungan,"Taman Kota, Ruang Terbuka Hijau","{""Senin"": ""00.00-23.59"", ""Selasa"": ""00.00-23.59"", ""Rabu"": ""00.00-23.59"", ""Kamis"": ""00.00-23.59"", ""Jumat"": ""00.00-23.59"", ""Sabtu"": ""00.00-23.59"", ""Minggu"": ""00.00-23.59""}","{
  ""Tiket Masuk"": {
  ""Umum"": ""0""
  }
 }",0,0,3624,4.3,,"Taman Kridoanggo Sragen adalah Sebuah taman yang terletak di pusat kota Sragen yang menawarkan tempat bersantai dan tempat wisata kuliner. Terletak di Kabupaten Sragen provinsi Jawa Tengah, Taman Kridoanggo Sragen mudah diakses dengan berbagai moda transportasi.","Jogging Track, Playground, Quality Time","Playground, Tempat Parkir, Amphitheater, Jogging Track, Pedagang Makanan dan Minuman, Area Bermain Anak, Free Wi-Fi, Bangku Taman, Pohon Trembesi yang Rindang","Balita, Anak-anak",taman kridoanggo sragen adalah sebuah taman yang terletak di pusat kota sragen yang menawarkan tempat bersantai dan tempat wisata kuliner terletak di kabupaten sragen provinsi jawa tengah taman kridoanggo sragen mudah diakses dengan berbagai moda transportasi,"['jogging track', 'playground', 'quality time']","['playground', 'tempat parkir', 'amphitheater', 'jogging track', 'pedagang makanan dan minuman', 'area bermain anak', 'free wi-fi', 'bangku taman', 'pohon trembesi yang rindang']"
T063,Wisata Edukasi Poktan Mandiri Terpadu,"Desa Tanon, Kecamatan Tanon, Kabupaten Sragen, Jawa Tengah, Indonesia",-7.4742272,110.9137826,"sains, teknologi, kreativitas","Agrowisata, Pertanian Terpadu","{""Senin"": ""08.00-17.00"", ""Selasa"": ""08.00-17.00"", ""Rabu"": ""08.00-17.00"", ""Kamis"": ""08.00-17.00"", ""Jumat"": ""08.00-17.00"", ""Sabtu"": ""08.00-17.00"", ""Minggu"": ""08.00-17.00""}","{
  ""Tiket Masuk"": {
  ""Umum"": ""0""
  }
 }",0,0,10,4.3,,"Wisata Edukasi POKTAN MANDIRI TERPADU merupakan destinasi agrowisata yang menawarkan 
 pengalaman belajar langsung tentang pertanian dan peternakan. Pengunjung, terutama anak-anak, dapat terlibat dalam kegiatan seperti menanam padi, menangkap ikan, memerah susu kambing atau sapi, serta menikmati area bermain di lingkungan pertanian",Edukasi Pertanian dan Peternakan,"Lahan pertanian untuk kegiatan edukatif, Kolam ikan untuk kegiatan menangkap ikan, Kandang sapi dan kambing untuk edukasi peternakan, Kebun buah naga dan jambu bol untuk edukasi hortikultura, Area bermain anak di lingkungan pertanian, Pemberian susu segar kepada pengunjung anak-anak","Anak-anak, Remaja",wisata edukasi poktan mandiri terpadu merupakan destinasi agrowisata yang menawarkan pengalaman belajar langsung tentang pertanian dan peternakan pengunjung terutama anakanak dapat terlibat dalam kegiatan seperti menanam padi menangkap ikan memerah susu kambing atau sapi serta menikmati area bermain di lingkungan pertanian,['edukasi pertanian dan peternakan'],"['lahan pertanian untuk kegiatan edukatif', 'kolam ikan untuk kegiatan menangkap ikan', 'kandang sapi dan kambing untuk edukasi peternakan', 'kebun buah naga dan jambu bol untuk edukasi hortikultura', 'area bermain anak di lingkungan pertanian', 'pemberian susu segar kepada pengunjung anak-anak']"
T064,Ndayu Park,"Gembong RT 08/RW 04, Desa Saradan, Kecamatan Karangmalang, Kabupaten Sragen, Jawa Tengah 57222, Indonesia",-7.4635461,110.991753,"lingkungan, sains","Agrowisata, Outbound, Mini Zoo, Waterpark","{""Senin"": ""08.00-17.00"", ""Selasa"": ""08.00-17.00"", ""Rabu"": ""08.00-17.00"", ""Kamis"": ""08.00-17.00"", ""Jumat"": ""08.00-17.00"", ""Sabtu"": ""07.00-18.00"", ""Minggu"": ""07.00-18.00""}","{
  ""tiket_masuk"": {
  ""dewasa"": 5000,
  ""anak_anak"": 3000
  },
  ""kolam_renang"": {
  ""hari_biasa"": 8000,
  ""hari_libur"": 10000
  },
  ""mini_zoo"": 5000,
  ""wahana_permainan"": {
  ""mulai_dari"": 5000,
  ""hingga"": 10000
  },
  ""outbound"": {
  ""mulai_dari"": 75000,
  ""hingga"": 100000
  }
 }",3000,100000,2744,4.1,,"Ndayu Park Sragen merupakan destinasi wisata keluarga yang menawarkan berbagai wahana edukatif dan rekreatif. Terletak di lingkungan yang asri dengan udara sejuk, tempat ini menyediakan mini zoo, agrowisata, waterpark, outbound, serta berbagai fasilitas pendukung lainnya.","Berenang, Bermain, Outbond","kolam renang yang dilengkapi permainan air, agrowisata, kereta kuda, bebek kayuh, maupun area outbound.","Anak-anak, Remaja",ndayu park sragen merupakan destinasi wisata keluarga yang menawarkan berbagai wahana edukatif dan rekreatif terletak di lingkungan yang asri dengan udara sejuk tempat ini menyediakan mini zoo agrowisata waterpark outbound serta berbagai fasilitas pendukung lainnya,"['berenang', 'bermain', 'outbond']","['kolam renang yang dilengkapi permainan air', 'agrowisata', 'kereta kuda', 'bebek kayuh', 'maupun area outbound.']"
T065,Agrowisata Sejahtera Mandiri Miri Sragen,"Desa Doyong, Kecamatan Miri, Kabupaten Sragen, Jawa Tengah, Indonesia",-7.3444022,110.8148356,"lingkungan, sains","Wisata Edukasi, Wisata Alam","{""Senin"": ""07.00-17.00"", ""Selasa"": ""07.00-17.00"", ""Rabu"": ""07.00-17.00"", ""Kamis"": ""07.00-17.00"", ""Jumat"": ""07.00-17.00"", ""Sabtu"": ""07.00-17.00"", ""Minggu"": ""07.00-17.00""}","{
  ""tiket_masuk"": {
  ""umum"": ""Rp 5.000""
  },
  ""kolam_renang_anak"": ""Rp 5.000""
 }",5000,5000,56,4.5,,"Di Kabupaten Sragen ada tempat wisata yang cocok untuk bersantai menghabiskan waktu berlibur dengan keluarga atau kerabat, nih. Berlokasi di Genengsari, Bagor, Kecamatan Miri, Agrowisata Sejahtera Mandiri hadir menawarkan destinasi yang cocok untuk rekreasi dan edukasi anak-anak.",Outbond,"Tersedia area parkir untuk kendaraan pengunjung, Disediakan untuk kenyamanan pengunjung, Tempat ibadah bagi pengunjung muslim, Disediakan tempat gazebo untuk bersantai dan menikmati suasana, Terdapat Warung Makan yang Menyediakan makanan dan minuman ringan, terdapat Area Edukasi Pertanian Pengunjung dapat belajar tentang pertanian dan peternakan, Tersedia area dengan pemandangan menarik untuk berfoto.","Anak-anak, Remaja",di kabupaten sragen ada tempat wisata yang cocok untuk bersantai menghabiskan waktu berlibur dengan keluarga atau kerabat nih berlokasi di genengsari bagor kecamatan miri agrowisata sejahtera mandiri hadir menawarkan destinasi yang cocok untuk rekreasi dan edukasi anakanak,['outbond'],"['tersedia area parkir untuk kendaraan pengunjung', 'disediakan untuk kenyamanan pengunjung', 'tempat ibadah bagi pengunjung muslim', 'disediakan tempat gazebo untuk bersantai dan menikmati suasana', 'terdapat warung makan yang menyediakan makanan dan minuman ringan', 'terdapat area edukasi pertanian pengunjung dapat belajar tentang pertanian dan peternakan', 'tersedia area dengan pemandangan menarik untuk berfoto.']"
T066,Taman Sukowati Sragen,"Jalan Dr. Sutomo No. 5, Sine, Kecamatan Sragen, Kabupaten Sragen, Jawa Tengah 57213, Indonesia",-7.422306,111.0072464,lingkungan,"Taman Kota, Ruang Terbuka Hijau, Wisata Terbuka","{""Senin"": ""06.00-17.00"", ""Selasa"": ""06.00-17.00"", ""Rabu"": ""06.00-17.00"", ""Kamis"": ""06.00-17.00"", ""Jumat"": ""06.00-17.00"", ""Sabtu"": ""06.00-17.00"", ""Minggu"": ""06.00-17.00""}","{
  ""tiket_masuk"": ""0""
 }",0,0,975,4.3,https://sragenkab.go.id/jelajah-sukowati-71.html,Taman Sukowati yang tepatnya berada di Jalan Dr Sutomo No. 5. Taman ini terbentang luas dengan keindahan yang dimilikinya. Selain itu taman ini juga memiliki danau yang cukup luas yang biasanya dijadikan masyarakat sekitar sebagai tempat memancing ikan. Udara yang sejuk dan asri memikat banyak orang berdatangan ke tempat wisata ini.,"berekreasi, bersantai, berkumpul, berolahraga, maupun sekedar duduk-duduk ngobrol bersama teman maupun keluarga.","mushola, area parkir, tempat bermain anak, jalur pendestrian dan lain-lain.","Anak-anak, Remaja",taman sukowati yang tepatnya berada di jalan dr sutomo no 5 taman ini terbentang luas dengan keindahan yang dimilikinya selain itu taman ini juga memiliki danau yang cukup luas yang biasanya dijadikan masyarakat sekitar sebagai tempat memancing ikan udara yang sejuk dan asri memikat banyak orang berdatangan ke tempat wisata ini,"['berekreasi', 'bersantai', 'berkumpul', 'berolahraga', 'maupun sekedar duduk-duduk ngobrol bersama teman maupun keluarga.']","['mushola', 'area parkir', 'tempat bermain anak', 'jalur pendestrian dan lain-lain.']"
T067,Sadeyan Desa Wisata Edukasi,"MV3H+F53 Sadeyan Desa Wisata Edukasi, Kebayanan II, Jati, Kec. Sumberlawang, Kabupaten Sragen, Jawa Tengah 57272, Indonesia",-7.3444022,110.8779264,"sains, teknologi, kreativitas","Wisata edukasi, alam, budaya, dan keluarga","{""Senin"": ""00:00-23:59"", ""Selasa"": ""00:00-23:59"", ""Rabu"": ""00:00-23:59"", ""Kamis"": ""00:00-23:59"", ""Jumat"": ""00:00-23:59"", ""Sabtu"": ""00:00-23:59"", ""Minggu"": ""00:00-23:59""}",0,0,0,2,5.0,,"Sadeyan Desa Wisata Edukasi merupakan destinasi yang menawarkan pengalaman belajar sambil berwisata. Terletak di kawasan pedesaan yang asri, desa ini menyajikan berbagai aktivitas yang mengedukasi pengunjung tentang pertanian, budaya lokal, dan kehidupan masyarakat desa.","Edukasi pertanian, kegiatan budaya, interaksi sosial","Area parkir, toilet, mushola, warung makan, homestay","Balita, Anak-anak",sadeyan desa wisata edukasi merupakan destinasi yang menawarkan pengalaman belajar sambil berwisata terletak di kawasan pedesaan yang asri desa ini menyajikan berbagai aktivitas yang mengedukasi pengunjung tentang pertanian budaya lokal dan kehidupan masyarakat desa,"['edukasi pertanian', 'kegiatan budaya', 'interaksi sosial']","['area parkir', 'toilet', 'mushola', 'warung makan', 'homestay']"
T068,Elok Waterpark,"Elok Waterpark, RT.17/RW.05, Kebayanan Jetis, Pilangsari, Kec. Ngrampal, Kabupaten Sragen, Jawa Tengah 57252, Indonesia",-7.4122231,111.0471641,lingkungan,"Waterpark, Kolam Renang Keluarga","{""Senin"": ""08.00-18.00"", ""Selasa"": ""08.00-18.00"", ""Rabu"": ""08.00-18.00"", ""Kamis"": ""08.00-18.00"", ""Jumat"": ""08.00-18.00"", ""Sabtu"": ""08.00-18.00"", ""Minggu"": ""08.00-18.00""}","{
  ""tiket_masuk"": {
  ""weekday"": ""Rp 20.000"",
  ""weekend"": ""Rp 20.000""
  },
  ""sewa_ban"": ""Rp 3.000"",
  ""parkir"": {
  ""motor"": ""Rp 3.000"",
  ""mobil"": ""Rp 5.000""
  }
 }",20000,20000,602,4.1,,Elok Waterpark Sragen merupakan salah satu tempat wisata yang ada di Sragen dan menawarkan keseruan bagi pengunjungnya. Tempat ini merupakan tempat wisata air yang sangat cocok dikunjungi bersama anak maupun keluarga.,"Berenang, Bermain, Outbond","area parkir yang luas, kamar ganti, toilet hingga tempat makan.","Anak-anak, Remaja",elok waterpark sragen merupakan salah satu tempat wisata yang ada di sragen dan menawarkan keseruan bagi pengunjungnya tempat ini merupakan tempat wisata air yang sangat cocok dikunjungi bersama anak maupun keluarga,"['berenang', 'bermain', 'outbond']","['area parkir yang luas', 'kamar ganti', 'toilet hingga tempat makan.']"
